,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
166,Salt Slow,Julie Armfield,47689.0,77.25,5.73,2.35,1.16,1.2,"['Short Stories', 'Fiction', 'Horror', 'Fantasy', 'Magical Realism', 'Queer', 'LGBT']",2019.0
167,The Hardy Boys: Trouble Times Two,Franklin W. Dixon,29034.0,41.03,7.91,2.94,1.0,1.95,[],
168,Burn Town,Jennifer McMahon,86163.0,66.05,7.8,2.51,0.65,1.86,[],
169,Within the Shadows,J. D. MCG,79050.0,33.03,8.21,2.32,0.7,1.62,[],
170,Aparitions,Noel Scanlon,55559.0,57.44,8.39,2.95,1.34,1.61,[],
171,The Golden Age and Other Stories,Naomi Novik,42831.0,41.66,7.71,3.92,1.66,2.26,[],
172,Useless Bay,Mary Jane Beaufrand,42941.0,50.63,9.5,2.84,0.68,2.16,[],
173,Endurance,Brunoo Miller,42029.0,43.12,8.19,2.82,1.0,1.82,['Dystopia'],2019.0
174,Such A Pretty Smile,Kristi Demeester,94144.0,52.1,7.97,2.58,0.69,1.89,"['Horror', 'Thriller', 'Fiction', 'Mystery', 'Feminism', 'Adult', 'Mystery Thriller']",2022.0
175,Fox in the Hen House,James Lawson,21282.0,45.54,8.2,2.48,1.0,1.48,[],
176,Leave It To Psmith,P. G. Wodehouse,90897.0,36.36,8.47,3.72,1.73,1.99,[],
177,The Survivors of the Chancellor,Jules Verne,52991.0,45.48,8.04,3.53,1.48,2.05,[],
178,The Hardy Boys: Trick-or-Trouble,Franklin W. Dixon,30113.0,49.25,6.84,2.32,0.71,1.6,[],
179,Mr. Nice,John NIcholl,67408.0,37.72,9.52,3.08,1.1,1.98,"['Psychological Thriller', 'Thriller', 'Suspense', 'Mystery', 'Fiction']",2020.0
180,Regrettable Things That Happenened Yesterday,Jennani Durai,42020.0,32.2,8.09,3.97,1.63,2.34,[],
181,The Forbidden Place,Suzanne Jansson,66632.0,46.87,8.63,3.36,1.05,2.31,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Mystery Thriller', 'Contemporary', 'Audiobook']",2018.0
182,I Am Karma,Davie J. Toothill,103570.0,31.2,10.44,2.64,0.88,1.76,[],
183,The Voiceless,Faye Kellerman,2534.0,62.4,7.7,2.37,0.67,1.7,[],
184,Before He Stalks,Blake Piecre,60343.0,30.24,8.92,3.29,1.12,2.17,"['Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Mystery']",2019.0
185,Either Or,Elif Bautuman,106416.0,33.31,9.76,3.68,1.34,2.34,[],2023.0
186,Every Little Sign,Michelle Pace,81633.0,59.43,7.39,3.13,0.97,2.16,['Thriller'],2023.0
187,As Needed for Pain,Daniel Peres,67636.0,51.97,8.2,2.38,1.16,1.22,[],
188,Dreadful,Jana DeLeon,79954.0,29.76,10.07,2.99,0.96,2.03,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Mystery Thriller', 'Adult', 'Audiobook']",2018.0
189,Dune: House of Corrino,Brian Herbert & Kevin J. Anderson,177720.0,54.28,6.18,2.6,1.01,1.6,[],
190,Privateer,Josephine Tey,95964.0,42.28,7.91,2.57,0.72,1.85,[],
191,Chronicle of a Death Foretold,Gabriel Garcia Marquez,29163.0,45.14,7.07,2.23,0.44,1.79,[],
192,Fake Plastic Love,Kimberly Tait,126881.0,57.41,6.83,3.1,1.54,1.55,"['Fiction', 'New York', 'Contemporary', 'Chick Lit']",2017.0
193,Vanishing,Cai Emmons,40181.0,64.74,7.49,2.93,1.09,1.84,[],
194,Scorpio,Alathia Morgan,30352.0,23.11,11.1,2.97,0.87,2.1,[],
195,Defiance of the Fall: Book 8,TheFirstDefier,222014.0,46.02,7.68,3.59,1.75,1.84,[],
196,Game Ten,James Long,96533.0,47.91,7.69,3.01,1.07,1.94,[],
197,Touch of Shadow,Billinda Sheehan,78167.0,41.7,8.45,2.88,1.2,1.68,"['Urban Fantasy', 'Vampires', 'Fae', 'Witches', 'Magic']",2017.0
198,Patricia Bradley,Justice Delayed,94857.0,38.21,9.43,2.39,0.58,1.82,[],
199,The Hardy Boys: Mystery On Makatunk Island,Franklin W. Dixon,32170.0,50.5,7.59,2.84,1.03,1.82,[],
200,Crime of Spelled Ink,Haley Gordon,46711.0,35.92,9.45,3.35,1.2,2.16,[],2019.0
201,Blaze Me a Sun,Christopher Carlsson,111446.0,38.88,9.61,3.22,0.93,2.29,[],2023.0
202,Queen of Myth and Monsters,Scarlett St. Claire,93385.0,44.03,7.99,2.45,0.59,1.86,[],2023.0
203,The Golden Age,Gore Vidal,160357.0,34.9,8.62,4.21,1.44,2.78,[],
204,Under the Ice,Rachel Blok,81872.0,59.78,9.22,2.71,0.81,1.89,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Christmas', 'Crime', 'Suspense']",2018.0
205,Needle Ash,David V. Stweart,36588.0,45.82,7.85,2.92,1.05,1.87,[],
206,Now in November,Josephine W. Johnson,48473.0,54.16,7.58,2.67,0.43,2.24,[],
207,Tipping Point: Opening Shots,John O'Brien,84870.0,46.58,7.0,2.75,1.09,1.66,[],2021.0
208,Dean H. Bergevin,Luna City The Moon,100607.0,30.11,8.64,3.23,1.19,2.04,[],
209,The Hardy Boys: The Baseball Card Conspirac,Franklin W. Dixon,31546.0,44.22,6.77,2.49,1.04,1.46,[],
210,Grey Flesh Flies,Matthew Smith,32160.0,46.98,7.29,3.22,1.42,1.8,[],
211,Party Games,R. L. Stine,52184.0,64.53,7.16,2.33,0.88,1.45,"['Horror', 'Young Adult', 'Mystery', 'Thriller', 'Fiction', 'Audiobook', 'Mystery Thriller']",2014.0
212,The Hardy Boys: Ghost of a Chance,Franklin W. Dixon,30360.0,53.69,7.46,2.66,0.91,1.76,[],
213,Suzanne Johnson,Belle Chasse,93409.0,46.82,8.49,2.81,0.86,1.95,[],
214,The Last Crown,Elzbieta Cherezinska,194609.0,42.96,8.2,2.42,0.9,1.52,"['Historical Fiction', 'Polish Literature', 'Fiction', 'Fantasy', 'Historical', 'Medieval', 'Novels']",2016.0
215,Intentional Mindset,Dave Anderson,54341.0,21.46,7.46,3.3,1.32,1.98,[],
216,Extinction,S. D. Perry,77545.0,41.55,8.25,3.01,1.02,1.99,[],2016.0
217,The Hardy Boys: Sky Sabotage,Franklin W. Dixon,31844.0,48.68,7.87,3.09,0.95,2.14,[],
218,Better Sex in No Time,Josie Vogels,70094.0,61.04,6.4,3.08,1.32,1.76,[],2015.0
219,The Toy Makers,Robert Dinsdale,129500.0,55.3,8.47,2.79,0.56,2.22,[],
220,Behind Every Lie,Christian McDonald,86541.0,65.41,7.55,2.95,1.07,1.88,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Adult']",2020.0
221,The Immortality Curse,Grieg Beck,103179.0,57.21,6.52,3.11,1.1,2.01,"['Adventure', 'Thriller', 'Fiction', 'Science Fiction', 'Horror', 'Action', 'Fantasy']",2017.0
222,Moth,James Sallis,56267.0,52.27,7.19,3.37,1.1,2.27,[],
223,Wired Ghost,Tody Neal,65780.0,59.22,7.39,2.65,0.97,1.68,['Mystery'],2020.0
224,The Unborn,Brian Herbert,88889.0,43.91,8.31,2.77,0.9,1.87,[],
225,The Church of Sleep,Zachary Rawlins,286387.0,43.64,8.72,3.32,1.43,1.88,[],
226,The Negotiator,Brendan Dubois,72993.0,48.89,7.34,2.81,0.79,2.02,"['Thriller', 'Mystery', 'Mystery Thriller', 'Suspense']",2018.0
227,"Stay Mad, Sweetheart",Helen Kist,85770.0,44.23,8.83,2.43,0.91,1.52,"['Fiction', 'Thriller', 'Contemporary']",2019.0
228,Ciel Pierlot,Bluebird,129770.0,59.78,8.44,3.24,1.33,1.91,[],
229,Grief Connects Us,Joseph Stern,84654.0,32.87,7.91,3.31,1.24,2.07,[],
230,In My Mother's Name,Laura Elliot,101922.0,43.34,9.0,2.62,0.81,1.81,[],
231,Earth's Last Citadel,C. L. Moore & Henry Kuttner,37535.0,63.36,6.62,3.57,1.51,2.06,[],
232,The Ranger Way,Kris 'Tanto' Paronto,60894.0,24.98,9.63,2.48,0.84,1.64,[],
233,Tracker 220,Jamie Krakover,87605.0,46.12,7.73,2.56,0.75,1.81,[],
234,General in His Labyrinth,Gabriel Garcia Marquez,74832.0,43.47,6.09,1.66,0.06,1.6,[],
235,Vintage Contemporaries,Don Kois,97353.0,44.4,8.31,3.23,1.12,2.1,[],2024.0
236,A Brothers Tragedy,Jenna Morrison,87502.0,70.45,4.7,2.35,0.47,1.88,[],
237,The Hardy Boys: Hide-and-sneak,Franklin W. Dixon,24491.0,54.9,7.0,2.61,0.86,1.76,[],
238,The Fatal Mistake,V. K. Ananth,7517.0,40.5,7.16,1.56,0.49,1.06,[],
239,Murder in March,Camilla Chafer,70482.0,35.17,9.25,3.64,1.27,2.36,[],
240,Arctic Gold,John Man,63700.0,47.96,7.71,2.89,0.99,1.9,[],
241,Strangers,Dean Koontz,256654.0,52.33,7.43,3.05,1.32,1.74,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Science Fiction', 'Fantasy']",1986.0
242,The Melody,Jim Grace,68368.0,60.91,8.54,3.35,1.03,2.31,[],
243,Visus Versus,D. O. Thomas,56202.0,62.07,6.86,2.37,1.05,1.33,[],
244,The Spaces in Between,Count Collin van Reenan,53702.0,49.58,7.23,4.0,1.72,2.28,[],
245,Wings,Danielle Steel,138822.0,25.12,10.38,4.11,1.4,2.71,[],
246,Fishnet,Kristen Innes,79048.0,43.13,8.93,3.14,1.22,1.91,[],
247,Jackie is Gone,Kevin Teo,29953.0,34.34,8.29,2.44,0.63,1.81,[],2019.0
248,Book of Enchantresses,Mary Ting,62338.0,42.52,9.5,2.64,0.49,2.15,[],
249,The Subtle Art of Not Giving a Fuck,Mark Manson,53817.0,23.94,8.06,3.5,1.41,2.09,[],
250,Double Demon Discount,Sean West,102373.0,31.97,9.69,3.08,1.09,1.99,[],
251,A Face in the Crowd,Stephen King & Stewart O'Nan,11456.0,50.78,8.5,2.9,1.07,1.82,"['Horror', 'Short Stories', 'Fiction', 'Audiobook', 'Fantasy', 'Supernatural', 'Thriller']",2012.0
252,The Kirkfallen Stopwatch,J. A. Henderson,70198.0,52.54,7.91,2.78,1.08,1.7,[],2019.0
253,The Women in Black,Madeline St. John,48170.0,39.84,9.87,4.53,1.34,3.18,"['Fiction', 'Historical Fiction', 'Australia', 'Historical', 'Chick Lit', 'Classics', 'Audiobook']",1993.0
254,Red Mosquito,Matthew Smith,34807.0,58.18,7.52,2.92,1.23,1.69,[],
255,Murder at the Happy Home for the Aged,Bulbul Sharma,75617.0,61.63,7.8,3.42,1.06,2.36,[],
256,Summer Lightning,P. G. Wodehouse,81424.0,36.78,8.84,3.6,1.51,2.09,[],
257,Kif,Josephine Tey,89409.0,41.68,8.29,3.23,1.47,1.76,[],
258,Firewatch,Scott Blade,62960.0,50.83,7.57,2.1,0.57,1.53,[],
259,Working It,Christine d'Abo,64473.0,35.32,9.88,2.89,1.03,1.87,"['M M Romance', 'Romance', 'Contemporary', 'Contemporary Romance', 'LGBT', 'Fiction', 'Gay']",2017.0
260,Dove Keeper,Emily Deibler,81637.0,53.5,8.64,2.4,0.55,1.85,[],
261,A Tapestry of Treason,Anne O'Brien,137753.0,33.64,9.62,2.76,0.81,1.95,"['Historical Fiction', 'Historical', 'Fiction', 'Medieval', 'British Literature', 'Plantagenet', 'Audiobook']",2019.0
262,The Deck of Omens,Christine Lynn Herman,96694.0,52.69,9.53,3.46,1.35,2.11,[],
263,Equalize,Ryan Debruyn,151198.0,56.12,7.11,3.25,1.63,1.62,"['Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Audiobook', 'Role Playing Games', 'Fiction', 'Magic']",2019.0
264,Glynn Stewart,Ashen Stars,16115.0,37.15,9.0,3.08,1.66,1.42,[],
265,False Colors,Marc Jablow,72588.0,42.35,8.78,3.07,1.17,1.9,[],2019.0
266,Genesis,S. D. Perry,59334.0,44.82,7.73,3.09,1.17,1.92,[],
267,Society,Michael Palmer,123030.0,40.39,8.37,3.47,1.42,2.05,[],
268,I'll Never Tell,Catherine McKinzie,83978.0,40.72,10.34,2.87,0.64,2.23,"['Mystery', 'Thriller', 'Mystery Thriller', 'Fiction', 'Suspense', 'Adult', 'Crime']",2019.0
269,Menace for Dr. Morelle,Earnest Dudley,70462.0,39.81,7.99,4.29,2.22,2.07,[],1947.0
270,River of Gods,Ian Macdonald,181111.0,69.63,6.44,2.09,0.63,1.46,"['Science Fiction', 'Fiction', 'Cyberpunk', 'India', 'Speculative Fiction', 'Fantasy', 'Dystopia']",2004.0
271,Out of Body,Jeffery Ford,32733.0,56.95,7.1,2.53,0.98,1.55,"['Horror', 'Fantasy', 'Thriller', 'Fiction', 'Novella', 'Adult', 'Mystery']",2020.0
272,Nights of the Creaking Bed,Toni Kan,45724.0,48.49,7.3,2.23,0.39,1.84,[],
273,A Second Chance,V. Mahanenho,115657.0,38.38,7.74,2.95,1.24,1.71,[],
274,Death Be Rising,Katie Epstein,75976.0,42.88,6.98,2.1,0.32,1.78,[],
275,Corey Island,Ryan J. Pelton,23939.0,46.89,7.01,1.69,0.39,1.3,[],
276,The Woman Who Vanished,U. D. Yasha,74480.0,34.26,9.34,2.64,0.64,2.0,[],
277,The Revelation,A. D. Soares,15230.0,37.6,8.44,3.64,1.58,2.07,[],
278,A Tangled Tale,Dermod Judge,65770.0,38.72,8.28,3.31,1.11,2.2,[],
279,Mirrorstrike,Benjamin Sriduangkaew,46468.0,68.66,7.92,2.71,0.91,1.79,"['Fantasy', 'LGBT', 'Lesbian', 'Science Fiction', 'Fiction', 'Queer', 'Adult']",2019.0
280,A Sad Mistake,R. L. Stine,4967.0,71.75,5.46,2.19,1.05,1.15,[],
281,The Aquaintaine Progession,Robert Ludlum,238804.0,32.52,8.04,2.92,1.29,1.63,[],
282,Inge Lohnig,Dead Calm,106928.0,52.98,8.66,3.14,1.07,2.07,[],
283,From Darkness to Dynasty,Jerry Thorton,129199.0,31.21,7.0,2.49,0.99,1.49,[],2016.0
284,Eve: A Novel of the First Woman,Elissa Elliott,133352.0,62.42,7.62,2.73,0.78,1.94,[],
285,Submission,Michel Houellebecq,59112.0,33.88,8.63,3.77,1.6,2.17,[],
286,Dream Fall,Amy Plum,64772.0,63.39,6.73,2.72,1.02,1.7,[],
287,Jed Had To Die,Tara Silvec,79339.0,51.56,6.93,3.06,1.15,1.91,"['Romance', 'Humor', 'Contemporary', 'Mystery', 'Contemporary Romance', 'Audiobook', 'Chick Lit']",2016.0
288,What Doesn't Kill You,Jo Oh,22449.0,40.74,8.72,3.51,1.45,2.06,"['Paranormal', 'Fantasy', 'Witches']",2013.0
289,No Hope,Nolon King & David Wright,70055.0,38.4,8.15,2.82,0.7,2.13,[],
290,"Captain Marvel, Liberation Run",Tess Sarpe,82504.0,52.49,7.26,2.58,0.73,1.85,"['Marvel', 'Comics', 'Science Fiction', 'Fantasy', 'Young Adult', 'Fiction', 'Superheroes']",2019.0
291,Curse the Day,Jude O'Reilly,102634.0,51.46,7.86,1.89,0.48,1.41,[],
292,The Paper Bracelet,Rachel English,115094.0,33.44,12.09,2.7,0.69,2.0,"['Historical Fiction', 'Fiction', 'Historical', 'Contemporary', 'Drama', 'Amazon', 'Ireland']",2020.0
293,Witches and Weed,Anna McCluskey,35088.0,47.84,7.59,3.47,1.45,2.02,[],
294,The Choice,Andrew MacKay,48613.0,50.49,5.47,1.89,0.59,1.3,[],2021.0
295,Cruel as the Grave,Cynthia Harros-Eagles,91045.0,39.18,10.3,3.44,1.21,2.23,"['Mystery', 'Fiction', 'Crime', 'British Literature']",2021.0
296,The Hardy Boys: Racing To Disaster,Franklin W. Dixon,31405.0,44.58,7.38,2.67,0.92,1.74,[],
297,Agent of Truth,Grant Percy,82284.0,45.59,7.49,2.46,0.87,1.59,[],2021.0
298,Uncle Fred In the Springtime,P. G. Wodehouse,72467.0,33.13,9.57,3.07,1.19,1.88,[],
299,Fade To Black,Nolon King & David Wright,74416.0,28.09,9.62,3.84,1.21,2.63,[],2020.0
300,Ombria in Shadow,Patricia A. Mckillip,74818.0,71.01,6.36,3.42,1.63,1.79,"['Fantasy', 'Fiction', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Magic', 'Adult']",2002.0
301,Hour of Reckoning,Demetrius Jackson,89857.0,39.83,7.15,2.58,1.03,1.55,[],
302,Invasion,Dean Koontz,38811.0,62.37,7.8,3.19,1.29,1.9,[],
303,Joseph Smith,Richard Lyman Bushman,256934.0,24.81,5.5,1.86,0.75,1.11,[],
304,The Hardy Boys: A Game Called Chaos,Franklin W. Dixon,28355.0,43.51,7.91,2.55,0.82,1.72,[],
305,Fortune,Iam Hamilton,75677.0,26.97,10.72,2.58,0.77,1.8,"['Mystery', 'Thriller', 'Fiction', 'Canada', 'China', 'Crime']",2021.0
306,The Revolutionaries,John Harris writing as Max Hennessy,62963.0,52.38,7.96,2.81,0.93,1.88,[],
307,Piccadily Jim,P. G. Wodehouse,80425.0,30.61,8.89,3.35,1.45,1.9,"['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', '20th Century', 'Romance']",1917.0
308,East of the Jordan,Michael Maxwell,52691.0,60.55,6.78,2.35,0.9,1.46,[],2021.0
309,As Iron Fails,Bryce O'Connor,192922.0,53.42,6.42,2.96,1.26,1.7,[],
310,"The Appalachian Trail, A Biography",Philip D'Anieri,63947.0,36.14,5.03,2.55,1.29,1.26,"['Nonfiction', 'History', 'Travel', 'Nature', 'Biography', 'Environment', 'Audiobook']",2021.0
311,The Spy's Door,Maide Reeve,38196.0,58.51,8.52,3.11,0.92,2.18,[],2018.0
312,Fourth to Run,Caryn Jones,69723.0,58.71,7.46,3.69,1.96,1.72,[],2015.0
313,The Accidental Warrior,S. J. Mantle,65165.0,38.29,9.35,3.52,1.34,2.19,[],
314,Good Friends,Leanne Moriarty,60361.0,73.86,5.92,2.06,0.63,1.43,[],
315,Tomorrow and Tomorrow,Thomas Sweterlitsch,100543.0,70.59,6.58,1.91,0.5,1.4,[],
316,The Island of Doctor Moreau,H. G. Wells,43183.0,60.74,5.6,3.47,1.38,2.09,"['Classics', 'Science Fiction', 'Fiction', 'Horror', 'Fantasy', 'Literature', '19th Century']",1896.0
317,Agent Hill: Provacateur,James Hunt,31865.0,61.18,5.01,2.12,0.75,1.37,[],
318,The Worlds of J. D. L. Rosell,J. D. L. Rosell,43709.0,48.96,7.41,3.26,1.14,2.12,[],
319,The Hardy Boys: Mystery of Smugglers Cove,Franklin W. Dixon,31609.0,57.01,6.65,3.04,1.03,2.01,[],
320,The Moment of Tenderness,Madeleine L'Engle,78867.0,48.81,8.6,3.71,1.37,2.33,"['Short Stories', 'Fiction', 'Fantasy', 'Anthologies', 'Historical Fiction', 'Audiobook', 'Literary Fiction']",2020.0
321,Prime Directive,Davis Burns,61176.0,46.8,7.07,3.21,1.24,1.97,"['Science Fiction', 'Mystery']",2021.0
322,Dawnrise,Christopher Husberg,136341.0,40.63,7.96,3.46,1.29,2.17,[],
323,Shriek: An Afterword,Jeff Vandermeer,136104.0,52.02,6.99,3.09,1.0,2.09,"['Fantasy', 'Fiction', 'Science Fiction', 'Horror', 'New Weird', 'Weird Fiction', 'Science Fiction Fantasy']",2006.0
324,Unseen,Jana DeLeon,79604.0,34.74,9.86,2.9,0.96,1.94,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Murder Mystery', 'Suspense']",2017.0
325,The Fisherman's Tomb,John O'Neill,34213.0,35.45,4.68,3.05,1.51,1.54,"['History', 'Nonfiction', 'Catholic', 'Religion', 'Christian', 'Christianity', 'Historical']",2018.0
326,Invasion Uprising,D. C. Allen,78502.0,62.33,6.47,2.32,0.67,1.65,[],2022.0
327,Nancy Drew: The Ring Master's Secret,Carolyn Keene,44247.0,34.98,8.64,3.41,1.37,2.04,[],
328,Troubled Space,A. K. Duboff,26145.0,44.85,7.5,2.93,1.0,1.93,[],2019.0
329,A Game Of Shadows,Jessica King & T. J. Ryan,69733.0,49.79,7.89,2.97,1.26,1.71,[],2020.0
330,The Hardy Boys: Carnival of Crime,Franklin W. Dixon,33003.0,43.95,7.69,2.78,1.04,1.74,[],
331,The Queens Assassin,Milissa de la Cruz,96454.0,55.06,8.1,3.16,0.99,2.17,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'Fiction', 'Magic', 'Fantasy Romance']",2021.0
332,The Good Girl's Guide to Great Sex,Shelia Wray Gregoire,78783.0,29.85,9.86,4.34,1.51,2.83,[],2012.0
333,The Art of Non-Fiction,Ayn Rand,66446.0,16.01,9.11,3.74,1.55,2.19,[],
334,The Blackshade Machine,William D. Latoria,200012.0,31.99,8.53,3.45,1.47,1.98,[],
335,The Arctic Event,Robert Ludlum,125864.0,55.84,6.23,2.69,1.19,1.5,[],
336,The Executioner: Cold Fury,Don Pendleton,52697.0,50.75,6.96,2.67,0.84,1.83,[],
337,Automathew's Friend,Stanislaw Lem,6639.0,40.84,7.82,5.11,1.9,3.21,[],
338,Origins,Ricky Black,72928.0,41.65,9.1,2.68,0.85,1.83,[],
339,The Girl on Camera,Morgan Dun-Campbell,79892.0,54.19,7.97,3.6,1.41,2.19,[],
340,Wakers,Ron Collins,51998.0,45.61,8.02,2.91,0.9,2.01,[],
341,Living to Tell the Tale,Gabriel Garcia Marquez,188234.0,35.06,6.2,1.63,0.03,1.59,[],
342,Remnants of the Order,Hamish Spiers,84595.0,36.43,8.7,3.61,0.63,2.98,[],
343,The Hand That First Held Mine,Maggie O'Farrell,104984.0,65.91,7.39,2.68,0.74,1.94,[],
344,Duplicity's Child,Fj Harmon,88354.0,42.56,8.74,2.71,0.63,2.08,[],
345,Omand's Creek,Don MacDonald,77290.0,51.73,7.79,1.92,0.47,1.45,[],
